0.078459 0.000000 0.996917 0.118068 
-0.039230 0.067948 0.996917 0.124925 
0.233445 0.000000 0.972370 0.114335 
0.178830 0.150056 0.972370 0.119054 
0.040537 0.229899 0.972370 0.123684 
-0.116723 0.202170 0.972370 0.128320 
-0.219367 0.079843 0.972370 0.133441 
-0.219367 -0.079843 0.972370 0.132828 
-0.116723 -0.202170 0.972370 0.128968 
0.040537 -0.229899 0.972370 0.120513 
0.382683 0.000000 0.923880 0.116111 
0.349599 0.155651 0.923880 0.123940 
0.256065 0.284389 0.923880 0.127466 
0.118256 0.363954 0.923880 0.127096 
-0.040001 0.380587 0.923880 0.128339 
-0.191342 0.331414 0.923880 0.132922 
-0.309597 0.224936 0.923880 0.138291 
-0.374321 0.079564 0.923880 0.138399 
-0.374321 -0.079564 0.923880 0.134222 
-0.309597 -0.224936 0.923880 0.132565 
-0.191342 -0.331414 0.923880 0.129196 
-0.040001 -0.380587 0.923880 0.123172 
0.118256 -0.363954 0.923880 0.119015 
0.256065 -0.284389 0.923880 0.117183 
0.522499 0.000000 0.852640 0.117917 
0.499285 0.154009 0.852640 0.129233 
0.431709 0.294334 0.852640 0.135748 
0.325773 0.408506 0.852640 0.136640 
0.190890 0.486380 0.852640 0.132690 
0.039046 0.521038 0.852640 0.128041 
-0.116267 0.509398 0.852640 0.128772 
-0.261249 0.452497 0.852640 0.135809 
-0.383019 0.355389 0.852640 0.141354 
-0.470755 0.226704 0.852640 0.141629 
-0.516663 0.077874 0.852640 0.137378 
-0.516663 -0.077874 0.852640 0.130496 
-0.470755 -0.226704 0.852640 0.130788 
-0.383019 -0.355389 0.852640 0.129451 
-0.261249 -0.452497 0.852640 0.126547 
-0.116267 -0.509398 0.852640 0.121217 
0.039046 -0.521038 0.852640 0.116749 
0.190890 -0.486380 0.852640 0.117672 
0.325773 -0.408506 0.852640 0.119282 
0.431709 -0.294334 0.852640 0.118912 
0.649448 0.000000 0.760406 0.121814 
0.630576 0.155423 0.760406 0.134550 
0.575058 0.301814 0.760406 0.144197 
0.486119 0.430664 0.760406 0.147130 
0.368929 0.534485 0.760406 0.144261 
0.230297 0.607244 0.760406 0.137373 
0.078282 0.644713 0.760406 0.128233 
-0.078282 0.644713 0.760406 0.126351 
-0.230297 0.607244 0.760406 0.131352 
-0.368929 0.534485 0.760406 0.138526 
-0.486119 0.430664 0.760406 0.141286 
-0.575058 0.301814 0.760406 0.140430 
-0.630576 0.155423 0.760406 0.137193 
-0.649448 -0.000000 0.760406 0.129600 
-0.630576 -0.155423 0.760406 0.127250 
-0.575058 -0.301814 0.760406 0.129120 
-0.486119 -0.430664 0.760406 0.129324 
-0.368929 -0.534485 0.760406 0.124151 
-0.230297 -0.607244 0.760406 0.119073 
-0.078282 -0.644713 0.760406 0.115428 
0.078282 -0.644713 0.760406 0.114554 
0.230297 -0.607244 0.760406 0.116578 
0.368929 -0.534485 0.760406 0.118970 
0.486119 -0.430664 0.760406 0.120505 
0.575058 -0.301814 0.760406 0.120404 
0.760406 0.000000 0.649448 0.126245 
0.743789 0.158097 0.649448 0.138257 
0.694665 0.309285 0.649448 0.149707 
0.615181 0.446955 0.649448 0.154823 
0.508811 0.565092 0.649448 0.153450 
0.380203 0.658531 0.649448 0.146556 
0.234978 0.723189 0.649448 0.135643 
0.079484 0.756240 0.649448 0.125038 
-0.079484 0.756240 0.649448 0.123561 
-0.234978 0.723189 0.649448 0.127431 
-0.380203 0.658531 0.649448 0.133509 
-0.508811 0.565092 0.649448 0.136659 
-0.615181 0.446955 0.649448 0.136934 
-0.694665 0.309285 0.649448 0.135321 
-0.743789 0.158097 0.649448 0.131596 
-0.760406 0.000000 0.649448 0.125710 
-0.743789 -0.158097 0.649448 0.125330 
-0.694665 -0.309285 0.649448 0.129668 
-0.615181 -0.446955 0.649448 0.131846 
-0.508811 -0.565092 0.649448 0.129038 
-0.380203 -0.658531 0.649448 0.121787 
-0.234978 -0.723189 0.649448 0.115261 
-0.079484 -0.756240 0.649448 0.111875 
0.079484 -0.756240 0.649448 0.111840 
0.234978 -0.723189 0.649448 0.114290 
0.380203 -0.658531 0.649448 0.118573 
0.508811 -0.565092 0.649448 0.120609 
0.615181 -0.446955 0.649448 0.121419 
0.694665 -0.309285 0.649448 0.123299 
0.852640 0.000000 0.522499 0.127080 
0.838122 0.156672 0.522499 0.137482 
0.795063 0.308009 0.522499 0.148622 
0.724929 0.448857 0.522499 0.155715 
0.630109 0.574420 0.522499 0.157617 
0.513830 0.680422 0.522499 0.153181 
0.380054 0.763252 0.522499 0.142705 
0.233336 0.820091 0.522499 0.131951 
0.078672 0.849003 0.522499 0.123586 
-0.078672 0.849003 0.522499 0.123043 
-0.233336 0.820091 0.522499 0.125860 
-0.380054 0.763252 0.522499 0.129441 
-0.513830 0.680422 0.522499 0.130380 
-0.630109 0.574420 0.522499 0.131302 
-0.724929 0.448857 0.522499 0.130403 
-0.795063 0.308009 0.522499 0.128637 
-0.838122 0.156672 0.522499 0.126718 
-0.852640 0.000000 0.522499 0.124702 
-0.838122 -0.156672 0.522499 0.127077 
-0.795063 -0.308009 0.522499 0.132825 
-0.724929 -0.448857 0.522499 0.136147 
-0.630109 -0.574420 0.522499 0.134664 
-0.513830 -0.680422 0.522499 0.129973 
-0.380054 -0.763252 0.522499 0.120930 
-0.233336 -0.820091 0.522499 0.113899 
-0.078672 -0.849003 0.522499 0.110966 
0.078672 -0.849003 0.522499 0.111010 
0.233336 -0.820091 0.522499 0.111814 
0.380054 -0.763252 0.522499 0.115579 
0.513830 -0.680422 0.522499 0.119200 
0.630109 -0.574420 0.522499 0.119690 
0.724929 -0.448857 0.522499 0.122217 
0.795063 -0.308009 0.522499 0.125892 
0.923880 0.000000 0.382683 0.124417 
0.910590 0.156136 0.382683 0.132272 
0.871105 0.307781 0.382683 0.141122 
0.806560 0.450571 0.382683 0.146837 
0.718811 0.580400 0.382683 0.150404 
0.610384 0.693531 0.382683 0.149410 
0.484397 0.786710 0.382683 0.141954 
0.344474 0.857258 0.382683 0.134164 
0.194642 0.903143 0.382683 0.127825 
0.039211 0.923047 0.382683 0.124625 
-0.117349 0.916397 0.382683 0.124632 
-0.270533 0.883383 0.382683 0.126667 
-0.415934 0.824956 0.382683 0.127162 
-0.549369 0.742796 0.382683 0.126396 
-0.667000 0.639268 0.382683 0.126014 
-0.765443 0.517349 0.382683 0.125956 
-0.841865 0.380547 0.382683 0.123925 
-0.894069 0.232797 0.382683 0.122909 
-0.920551 0.078350 0.382683 0.125215 
-0.920551 -0.078350 0.382683 0.126080 
-0.894069 -0.232797 0.382683 0.134442 
-0.841865 -0.380547 0.382683 0.140078 
