,experiment,num,entropy
349,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,5,-0.6964798406853787
350,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,50,-0.5846264571673015
351,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,51,-0.48893251353010525
352,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,52,-0.5942650232759015
353,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,53,-0.7362570353385846
354,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,54,-0.5271235215222103
355,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,55,-0.5295895318967494
356,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,56,-0.49869995310181897
357,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,57,-0.5458724292784702
358,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,58,-0.5700579399092595
359,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,59,-0.7194272400274946
360,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,6,-0.533362290921215
361,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,60,-0.5095893736443278
362,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,61,-0.4721095716788537
363,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,62,-0.6168146537067273
364,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,63,-0.6218782954668719
365,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,64,-0.5839057985403823
366,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,65,-0.5677746513178797
367,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,66,-0.5733892050948022
368,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,67,-0.45277270468667
369,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,68,-0.547288583548389
370,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,69,-0.5161643407310001
371,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,7,-0.657662352008739
372,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,70,-0.5428279245295837
373,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,71,-0.7284785820776986
374,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,72,-0.6011793874514861
375,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,73,-0.5186612971775101
376,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,74,-0.6559301460693441
377,uniform_biased_RRT_biased_off_center_disconnected_filter_ch,75,-0.4721517544458188
