,experiment,num,iterations
44,uniform_biased_RRT_biased_center_connected,48,178.44761532447225
45,uniform_biased_RRT_biased_center_connected,49,178.0420168067227
46,uniform_biased_RRT_biased_center_connected,5,178.6593707250342
47,uniform_biased_RRT_biased_center_connected,50,178.64966783899962
48,uniform_biased_RRT_biased_center_connected,51,178.73782991202347
49,uniform_biased_RRT_biased_center_connected,52,177.91055000978665
50,uniform_biased_RRT_biased_center_connected,53,178.2921722113503
51,uniform_biased_RRT_biased_center_connected,54,178.5550557402699
52,uniform_biased_RRT_biased_center_connected,55,178.68420023464998
53,uniform_biased_RRT_biased_center_connected,56,179.483984375
54,uniform_biased_RRT_biased_center_connected,57,178.96794370602032
55,uniform_biased_RRT_biased_center_connected,58,178.77777777777777
56,uniform_biased_RRT_biased_center_connected,59,178.68243111197967
57,uniform_biased_RRT_biased_center_connected,6,178.8728018757327
58,uniform_biased_RRT_biased_center_connected,60,178.45795854517013
59,uniform_biased_RRT_biased_center_connected,61,178.66308173640985
60,uniform_biased_RRT_biased_center_connected,62,178.20426531011543
61,uniform_biased_RRT_biased_center_connected,63,179.144140625
62,uniform_biased_RRT_biased_center_connected,64,178.831640625
63,uniform_biased_RRT_biased_center_connected,65,178.68563049853373
64,uniform_biased_RRT_biased_center_connected,66,178.42966002344667
65,uniform_biased_RRT_biased_center_connected,67,179.09519155590306
66,uniform_biased_RRT_biased_center_connected,68,178.76613218615566
67,uniform_biased_RRT_biased_center_connected,69,178.3929200078232
68,uniform_biased_RRT_biased_center_connected,7,178.5101840971406
69,uniform_biased_RRT_biased_center_connected,70,178.46691391762639
70,uniform_biased_RRT_biased_center_connected,71,178.69597499023055
71,uniform_biased_RRT_biased_center_connected,72,178.63088954056695
72,uniform_biased_RRT_biased_center_connected,73,178.97540983606558
73,uniform_biased_RRT_biased_center_connected,74,178.9461042765085
74,uniform_biased_RRT_biased_center_connected,75,178.87521968365553
75,uniform_biased_RRT_biased_center_connected,76,178.26684899394414
76,uniform_biased_RRT_biased_center_connected,77,177.81327069876687
77,uniform_biased_RRT_biased_center_connected,78,178.57084229040453
78,uniform_biased_RRT_biased_center_connected,79,178.33808872386163
79,uniform_biased_RRT_biased_center_connected,8,178.87099921935987
80,uniform_biased_RRT_biased_center_connected,80,178.380859375
81,uniform_biased_RRT_biased_center_connected,81,178.55598983779558
82,uniform_biased_RRT_biased_center_connected,82,177.9381725689689
83,uniform_biased_RRT_biased_center_connected,83,178.49706916764362
84,uniform_biased_RRT_biased_center_connected,84,177.6197265625
85,uniform_biased_RRT_biased_center_connected,85,178.53692848769052
86,uniform_biased_RRT_biased_center_connected,86,178.3341801837014
87,uniform_biased_RRT_biased_center_connected,87,178.92103205629397
