,experiment,num,entropy
116,uniform_biased_RRT_biased_center_connected,21,0.915144781563009
117,uniform_biased_RRT_biased_center_connected,22,0.9400576476753678
118,uniform_biased_RRT_biased_center_connected,23,0.9078117107504248
119,uniform_biased_RRT_biased_center_connected,24,0.8391948590105107
120,uniform_biased_RRT_biased_center_connected,25,0.8492267922882056
121,uniform_biased_RRT_biased_center_connected,26,0.94190314909114
122,uniform_biased_RRT_biased_center_connected,27,0.836912946618408
123,uniform_biased_RRT_biased_center_connected,28,0.7964961346964489
124,uniform_biased_RRT_biased_center_connected,29,0.9211310221401243
125,uniform_biased_RRT_biased_center_connected,3,0.859139282605466
126,uniform_biased_RRT_biased_center_connected,30,0.8446882436562282
127,uniform_biased_RRT_biased_center_connected,31,0.8408677670230816
128,uniform_biased_RRT_biased_center_connected,32,0.8276648622096638
129,uniform_biased_RRT_biased_center_connected,33,0.8835383356964918
130,uniform_biased_RRT_biased_center_connected,34,0.9114694663605382
131,uniform_biased_RRT_biased_center_connected,35,0.8858796466307532
132,uniform_biased_RRT_biased_center_connected,36,0.8841905496451394
133,uniform_biased_RRT_biased_center_connected,37,0.9162799331761403
134,uniform_biased_RRT_biased_center_connected,38,0.8461343366135794
135,uniform_biased_RRT_biased_center_connected,39,0.8275197180406784
136,uniform_biased_RRT_biased_center_connected,4,0.8582201209026059
137,uniform_biased_RRT_biased_center_connected,40,0.8032689875314604
138,uniform_biased_RRT_biased_center_connected,41,0.854235703937825
139,uniform_biased_RRT_biased_center_connected,42,0.8516381108335758
140,uniform_biased_RRT_biased_center_connected,43,0.8125472921954694
141,uniform_biased_RRT_biased_center_connected,44,0.8380188773886134
142,uniform_biased_RRT_biased_center_connected,45,0.8717467584749841
143,uniform_biased_RRT_biased_center_connected,46,0.8744459802604145
144,uniform_biased_RRT_biased_center_connected,47,0.906963138377884
145,uniform_biased_RRT_biased_center_connected,48,0.8661338415418102
146,uniform_biased_RRT_biased_center_connected,49,0.8575807918421028
147,uniform_biased_RRT_biased_center_connected,5,0.8824597299980509
148,uniform_biased_RRT_biased_center_connected,50,0.7556200602032878
149,uniform_biased_RRT_biased_center_connected,51,0.85747663219083
150,uniform_biased_RRT_biased_center_connected,52,0.768609842056679
151,uniform_biased_RRT_biased_center_connected,53,0.8767679838532527
152,uniform_biased_RRT_biased_center_connected,54,0.8354495697385937
153,uniform_biased_RRT_biased_center_connected,55,0.8560235098809659
154,uniform_biased_RRT_biased_center_connected,56,0.8582380983018626
155,uniform_biased_RRT_biased_center_connected,57,0.9199572913572042
156,uniform_biased_RRT_biased_center_connected,58,0.8807242845739096
157,uniform_biased_RRT_biased_center_connected,59,0.9109777685976546
158,uniform_biased_RRT_biased_center_connected,6,0.8884351765055839
159,uniform_biased_RRT_biased_center_connected,60,0.9045117641135147
160,uniform_biased_RRT_biased_center_connected,61,0.8469691860873793
161,uniform_biased_RRT_biased_center_connected,62,0.877694586653149
162,uniform_biased_RRT_biased_center_connected,63,0.8598373987411494
163,uniform_biased_RRT_biased_center_connected,64,0.8193073821203276
164,uniform_biased_RRT_biased_center_connected,65,0.8108877394809906
165,uniform_biased_RRT_biased_center_connected,66,0.9116768661369752
166,uniform_biased_RRT_biased_center_connected,67,0.9203858622791544
167,uniform_biased_RRT_biased_center_connected,68,0.884182705902733
168,uniform_biased_RRT_biased_center_connected,69,0.8394666458501091
169,uniform_biased_RRT_biased_center_connected,7,0.8668912349402162
170,uniform_biased_RRT_biased_center_connected,70,0.9126959349465018
171,uniform_biased_RRT_biased_center_connected,71,0.8626262118893013
172,uniform_biased_RRT_biased_center_connected,72,0.8218112395640826
173,uniform_biased_RRT_biased_center_connected,73,0.8823941105905367
174,uniform_biased_RRT_biased_center_connected,74,0.8818246118054347
175,uniform_biased_RRT_biased_center_connected,75,0.9313410261541915
176,uniform_biased_RRT_biased_center_connected,76,0.916264885132885
177,uniform_biased_RRT_biased_center_connected,77,0.8819819432166037
178,uniform_biased_RRT_biased_center_connected,78,0.9027930383962637
179,uniform_biased_RRT_biased_center_connected,79,0.907883632528216
180,uniform_biased_RRT_biased_center_connected,8,0.8851509939953983
181,uniform_biased_RRT_biased_center_connected,80,0.9094144282515961
182,uniform_biased_RRT_biased_center_connected,81,0.8395881883721895
183,uniform_biased_RRT_biased_center_connected,82,0.9204858446174193
184,uniform_biased_RRT_biased_center_connected,83,0.8955184598799529
185,uniform_biased_RRT_biased_center_connected,84,0.9186375113063303
186,uniform_biased_RRT_biased_center_connected,85,0.9151584811896697
187,uniform_biased_RRT_biased_center_connected,86,0.876588629666296
188,uniform_biased_RRT_biased_center_connected,87,0.9676586193718649
189,uniform_biased_RRT_biased_center_connected,88,0.8746511027330871
190,uniform_biased_RRT_biased_center_connected,89,0.8834128837621281
191,uniform_biased_RRT_biased_center_connected,9,0.8895682291811012
192,uniform_biased_RRT_biased_center_connected,90,0.8653858379159476
193,uniform_biased_RRT_biased_center_connected,91,0.8531056862629183
194,uniform_biased_RRT_biased_center_connected,92,0.7998997200453678
195,uniform_biased_RRT_biased_center_connected,93,0.8619699124780207
196,uniform_biased_RRT_biased_center_connected,94,0.9496823892240225
197,uniform_biased_RRT_biased_center_connected,95,0.8404977063282592
198,uniform_biased_RRT_biased_center_connected,96,0.7958589042404483
199,uniform_biased_RRT_biased_center_connected,97,0.8325526294738326
200,uniform_biased_RRT_biased_center_connected,98,0.8284180824444173
201,uniform_biased_RRT_biased_center_connected,99,0.859490615554133
202,uniform_biased___center_connected,-1,1.0226990057957948
203,uniform_biased___center_connected,0,1.0295816156924547
204,uniform_biased___center_connected,1,1.0282717639422287
205,uniform_biased___center_connected,10,1.0240068004266072
206,uniform_biased___center_connected,11,1.023039185365157
207,uniform_biased___center_connected,12,1.0255146822852275
208,uniform_biased___center_connected,13,1.0158124955136683
209,uniform_biased___center_connected,14,1.0259638429458176
210,uniform_biased___center_connected,15,1.0280813097112944
211,uniform_biased___center_connected,16,1.0251560805185436
212,uniform_biased___center_connected,17,1.0209690852410516
213,uniform_biased___center_connected,18,1.039959292920099
214,uniform_biased___center_connected,19,1.0265906849069595
215,uniform_biased___center_connected,2,1.0232995526562196
216,uniform_biased___center_connected,20,1.0313195815907652
217,uniform_biased___center_connected,21,1.0342905637607938
218,uniform_biased___center_connected,22,1.0328314844966895
219,uniform_biased___center_connected,23,1.024982339319454
220,uniform_biased___center_connected,24,1.023756000556531
221,uniform_biased___center_connected,25,1.0219446354163895
222,uniform_biased___center_connected,26,1.0391942034181136
223,uniform_biased___center_connected,27,1.0237043854629926
224,uniform_biased___center_connected,28,1.0308465263894762
225,uniform_biased___center_connected,29,1.040172207987349
226,uniform_biased___center_connected,3,1.0285167422386734
227,uniform_biased___center_connected,30,1.0218348520444478
228,uniform_biased___center_connected,31,1.0201694867565432
229,uniform_biased___center_connected,32,1.0365601445110355
230,uniform_biased___center_connected,33,1.021739579817295
231,uniform_biased___center_connected,34,1.0310893918815829
232,uniform_biased___center_connected,35,1.0328178097422547
233,uniform_biased___center_connected,36,1.0212469877069725
234,uniform_biased___center_connected,37,1.0254859874629083
235,uniform_biased___center_connected,38,1.021547819072256
236,uniform_biased___center_connected,39,1.0296036456765125
237,uniform_biased___center_connected,4,1.0274851047087519
238,uniform_biased___center_connected,40,1.0190615058996806
239,uniform_biased___center_connected,41,1.0277306365499994
240,uniform_biased___center_connected,42,1.028847809003067
241,uniform_biased___center_connected,43,1.0286414642126482
242,uniform_biased___center_connected,44,1.0124667605569615
243,uniform_biased___center_connected,45,1.0300017523703822
244,uniform_biased___center_connected,46,1.0392785744337985
245,uniform_biased___center_connected,47,1.0270336727900233
246,uniform_biased___center_connected,48,1.030633443804897
247,uniform_biased___center_connected,49,1.0233279292037796
248,uniform_biased___center_connected,5,1.0305883321947173
249,uniform_biased___center_connected,50,1.0231772766870348
250,uniform_biased___center_connected,51,1.031304483062563
251,uniform_biased___center_connected,52,1.0295057255774378
252,uniform_biased___center_connected,53,1.0267163175391538
253,uniform_biased___center_connected,54,1.021060539238396
254,uniform_biased___center_connected,55,1.020971037929422
255,uniform_biased___center_connected,56,1.0324196851960712
256,uniform_biased___center_connected,57,1.0272134272935578
257,uniform_biased___center_connected,58,1.0332711754692518
258,uniform_biased___center_connected,59,1.0325425678414377
259,uniform_biased___center_connected,6,1.0341527926972922
260,uniform_biased___center_connected,60,1.0136727594857189
261,uniform_biased___center_connected,61,1.0313853476467143
262,uniform_biased___center_connected,62,1.0278021806822801
263,uniform_biased___center_connected,63,1.0318419557065048
264,uniform_biased___center_connected,64,1.020117647156056
265,uniform_biased___center_connected,65,1.02052935850401
266,uniform_biased___center_connected,66,1.0311155100540894
267,uniform_biased___center_connected,67,1.024423417638528
268,uniform_biased___center_connected,68,1.0222081442792799
269,uniform_biased___center_connected,69,1.0347020831999687
270,uniform_biased___center_connected,7,1.0216550582772586
271,uniform_biased___center_connected,70,1.0151418589917123
272,uniform_biased___center_connected,71,1.0294070822648516
273,uniform_biased___center_connected,72,1.0431631388821885
274,uniform_biased___center_connected,73,1.027415454105596
275,uniform_biased___center_connected,74,1.0169074767530857
276,uniform_biased___center_connected,75,1.0275401493157794
277,uniform_biased___center_connected,76,1.0274468496552451
278,uniform_biased___center_connected,77,1.0350856398710417
279,uniform_biased___center_connected,78,1.0213125095255935
280,uniform_biased___center_connected,79,1.0400754588953471
281,uniform_biased___center_connected,8,1.0340643660913065
282,uniform_biased___center_connected,80,1.0255476032645598
283,uniform_biased___center_connected,81,1.0254892560394169
284,uniform_biased___center_connected,82,1.0269346105965074
285,uniform_biased___center_connected,83,1.026565003597975
286,uniform_biased___center_connected,84,1.02111289091111
287,uniform_biased___center_connected,85,1.0285015376832845
288,uniform_biased___center_connected,86,1.0300214857699481
289,uniform_biased___center_connected,87,1.0365024149684152
290,uniform_biased___center_connected,88,1.0159054613204652
291,uniform_biased___center_connected,89,1.0359003829353848
292,uniform_biased___center_connected,9,1.0304020106138085
293,uniform_biased___center_connected,90,1.0158480314615819
294,uniform_biased___center_connected,91,1.0228845185057374
295,uniform_biased___center_connected,92,1.0304071070913505
296,uniform_biased___center_connected,93,1.0316211288907002
297,uniform_biased___center_connected,94,1.0234726739580573
298,uniform_biased___center_connected,95,1.0168430912930277
299,uniform_biased___center_connected,96,1.0323982088419015
300,uniform_biased___center_connected,97,1.0271827151008737
301,uniform_biased___center_connected,98,1.0285198716960315
302,uniform_biased___center_connected,99,1.0267370808587706
303,uniform_biased_grid-walk_biased_center_connected_single,-1,1.0638790183398328
304,uniform_biased_grid-walk_biased_center_connected_single,0,1.0840875547178261
305,uniform_biased_grid-walk_biased_center_connected_single,1,1.0727460074470259
306,uniform_biased_grid-walk_biased_center_connected_single,10,1.0537458692848596
307,uniform_biased_grid-walk_biased_center_connected_single,11,1.0041132316572998
308,uniform_biased_grid-walk_biased_center_connected_single,12,1.0530279591506067
309,uniform_biased_grid-walk_biased_center_connected_single,13,1.0519947135451213
310,uniform_biased_grid-walk_biased_center_connected_single,14,1.0998006983055009
311,uniform_biased_grid-walk_biased_center_connected_single,15,1.0621244070946398
312,uniform_biased_grid-walk_biased_center_connected_single,16,1.0565777404844123
313,uniform_biased_grid-walk_biased_center_connected_single,17,1.0755612303792779
314,uniform_biased_grid-walk_biased_center_connected_single,18,1.0507970391478472
315,uniform_biased_grid-walk_biased_center_connected_single,19,1.0458845142518407
316,uniform_biased_grid-walk_biased_center_connected_single,2,1.055696909513483
317,uniform_biased_grid-walk_biased_center_connected_single,20,1.039421802701402
318,uniform_biased_grid-walk_biased_center_connected_single,21,1.0590457863212024
319,uniform_biased_grid-walk_biased_center_connected_single,22,1.0571596982043576
320,uniform_biased_grid-walk_biased_center_connected_single,23,1.081776149927147
321,uniform_biased_grid-walk_biased_center_connected_single,24,1.0381786776354143
322,uniform_biased_grid-walk_biased_center_connected_single,25,1.0741084567133625
323,uniform_biased_grid-walk_biased_center_connected_single,26,1.093247075622775
324,uniform_biased_grid-walk_biased_center_connected_single,27,1.0853216643982384
325,uniform_biased_grid-walk_biased_center_connected_single,28,1.071061772070994
326,uniform_biased_grid-walk_biased_center_connected_single,29,1.0330159298218657
327,uniform_biased_grid-walk_biased_center_connected_single,3,1.0719361937430092
328,uniform_biased_grid-walk_biased_center_connected_single,30,1.0522340654055764
329,uniform_biased_grid-walk_biased_center_connected_single,31,1.0706011932077257
330,uniform_biased_grid-walk_biased_center_connected_single,32,1.0144342369750021
331,uniform_biased_grid-walk_biased_center_connected_single,33,1.0832565597764687
332,uniform_biased_grid-walk_biased_center_connected_single,34,1.079341389974866
333,uniform_biased_grid-walk_biased_center_connected_single,35,1.0777558754408862
334,uniform_biased_grid-walk_biased_center_connected_single,36,1.0251484283055525
335,uniform_biased_grid-walk_biased_center_connected_single,37,1.0581606085786979
336,uniform_biased_grid-walk_biased_center_connected_single,38,1.0476200376723503
337,uniform_biased_grid-walk_biased_center_connected_single,39,1.064038197834863
338,uniform_biased_grid-walk_biased_center_connected_single,4,1.0317296082919725
339,uniform_biased_grid-walk_biased_center_connected_single,40,1.0285363274289967
340,uniform_biased_grid-walk_biased_center_connected_single,41,1.0735434072013672
341,uniform_biased_grid-walk_biased_center_connected_single,42,1.0288036739699309
342,uniform_biased_grid-walk_biased_center_connected_single,43,1.051531858031374
343,uniform_biased_grid-walk_biased_center_connected_single,44,1.0309496919687389
344,uniform_biased_grid-walk_biased_center_connected_single,45,1.0739078962357511
345,uniform_biased_grid-walk_biased_center_connected_single,46,1.0310133688200331
346,uniform_biased_grid-walk_biased_center_connected_single,47,1.0580214875917335
347,uniform_biased_grid-walk_biased_center_connected_single,48,1.0431605432527173
348,uniform_biased_grid-walk_biased_center_connected_single,49,1.0736088278585907
349,uniform_biased_grid-walk_biased_center_connected_single,5,1.0442787904213653
350,uniform_biased_grid-walk_biased_center_connected_single,50,1.0518988202860913
351,uniform_biased_grid-walk_biased_center_connected_single,51,1.052931310202465
352,uniform_biased_grid-walk_biased_center_connected_single,52,1.071137295139105
353,uniform_biased_grid-walk_biased_center_connected_single,53,1.0828645476079357
354,uniform_biased_grid-walk_biased_center_connected_single,54,1.0405564576392774
355,uniform_biased_grid-walk_biased_center_connected_single,55,1.080348319809543
356,uniform_biased_grid-walk_biased_center_connected_single,56,1.0379224921946486
357,uniform_biased_grid-walk_biased_center_connected_single,57,1.0474722200990043
358,uniform_biased_grid-walk_biased_center_connected_single,58,1.0314608102463356
359,uniform_biased_grid-walk_biased_center_connected_single,59,1.0804444446165709
360,uniform_biased_grid-walk_biased_center_connected_single,6,1.0805303987848183
361,uniform_biased_grid-walk_biased_center_connected_single,60,1.0773670846487258
362,uniform_biased_grid-walk_biased_center_connected_single,61,0.9968757725124622
363,uniform_biased_grid-walk_biased_center_connected_single,62,1.077092486259568
364,uniform_biased_grid-walk_biased_center_connected_single,63,1.0692452374295405
365,uniform_biased_grid-walk_biased_center_connected_single,64,1.0587854960690286
366,uniform_biased_grid-walk_biased_center_connected_single,65,1.010987287406925
367,uniform_biased_grid-walk_biased_center_connected_single,66,0.9933291204176782
368,uniform_biased_grid-walk_biased_center_connected_single,67,1.0791914069895874
369,uniform_biased_grid-walk_biased_center_connected_single,68,1.0609085665067288
370,uniform_biased_grid-walk_biased_center_connected_single,69,1.034472138471778
371,uniform_biased_grid-walk_biased_center_connected_single,7,1.0642741982653299
372,uniform_biased_grid-walk_biased_center_connected_single,70,1.0750047493562187
373,uniform_biased_grid-walk_biased_center_connected_single,71,1.077043968243877
374,uniform_biased_grid-walk_biased_center_connected_single,72,1.0767065200874308
375,uniform_biased_grid-walk_biased_center_connected_single,73,1.035709827830606
376,uniform_biased_grid-walk_biased_center_connected_single,74,1.077038667821429
377,uniform_biased_grid-walk_biased_center_connected_single,75,1.0671942003106414
378,uniform_biased_grid-walk_biased_center_connected_single,76,1.0819505416698434
379,uniform_biased_grid-walk_biased_center_connected_single,77,1.0428017512759382
380,uniform_biased_grid-walk_biased_center_connected_single,78,1.0522625495331661
381,uniform_biased_grid-walk_biased_center_connected_single,79,1.0118406950906491
382,uniform_biased_grid-walk_biased_center_connected_single,8,1.0241217556604454
383,uniform_biased_grid-walk_biased_center_connected_single,80,1.0930855957123415
384,uniform_biased_grid-walk_biased_center_connected_single,81,1.0858251685147917
385,uniform_biased_grid-walk_biased_center_connected_single,82,1.0568210010041328
386,uniform_biased_grid-walk_biased_center_connected_single,83,1.0507930479217562
387,uniform_biased_grid-walk_biased_center_connected_single,84,1.0725224435176497
388,uniform_biased_grid-walk_biased_center_connected_single,85,1.0303685896748909
389,uniform_biased_grid-walk_biased_center_connected_single,86,1.052773874821606
390,uniform_biased_grid-walk_biased_center_connected_single,87,1.0140272639931298
391,uniform_biased_grid-walk_biased_center_connected_single,88,1.041674275449952
392,uniform_biased_grid-walk_biased_center_connected_single,89,1.0952409222916248
393,uniform_biased_grid-walk_biased_center_connected_single,9,1.0185329483048469
394,uniform_biased_grid-walk_biased_center_connected_single,90,1.054244270866965
395,uniform_biased_grid-walk_biased_center_connected_single,91,1.0652440547761926
396,uniform_biased_grid-walk_biased_center_connected_single,92,1.0454561382459229
397,uniform_biased_grid-walk_biased_center_connected_single,93,1.061250969836279
398,uniform_biased_grid-walk_biased_center_connected_single,94,1.0717411852672705
399,uniform_biased_grid-walk_biased_center_connected_single,95,0.9968449707629259
400,uniform_biased_grid-walk_biased_center_connected_single,96,1.0720052219261886
401,uniform_biased_grid-walk_biased_center_connected_single,97,1.0591623167668003
402,uniform_biased_grid-walk_biased_center_connected_single,98,1.0618476452310257
403,uniform_biased_grid-walk_biased_center_connected_single,99,1.100582593935155
